Museum_Name,Address,City,State,PIN_Code,Opening_Hours,Closing_Hours,Contact_Email,Phone_Number,Full_Address,Latitude,Longitude
Salim Ali Centre for Ornithology Museum,Anaikatty,Coimbatore,Tamil Nadu,641108,9:30 AM,4:30 PM,sacomuseum@gmail.com,+91-422-2203100,"Anaikatty, Coimbatore, Tamil Nadu, 641108",11.0838438,76.85399319999999
Ashwini Kumar Science Centre,Dumka,Dumka,Jharkhand,814101,10:00 AM,5:00 PM,akscdumka@gmail.com,+91-6434-222348,"Dumka, Dumka, Jharkhand, 814101",24.2438054,87.23695289999999
Uttaranchal Archaeological Museum,Ghantaghar,Dehradun,Uttarakhand,248001,10:00 AM,5:00 PM,uttaranchalmuseum@gmail.com,+91-135-2655351,"Ghantaghar, Dehradun, Uttarakhand, 248001",30.3244257,78.0418333
Karnataka Folk Museum,Kengeri,Bangalore,Karnataka,560060,10:30 AM,5:00 PM,karnatakafolkmuseum@gmail.com,+91-80-28485845,"Kengeri, Bangalore, Karnataka, 560060",12.8996676,77.4826837
Daman Museum,Fort Area,Daman,Daman & Diu,396210,10:00 AM,5:30 PM,damanmuseum@gmail.com,+91-260-2230470,"Fort Area, Daman, Daman & Diu, 396210",20.4081635,72.8330849
Nihali Archaeological Museum,College Road,Latur,Maharashtra,413512,10:00 AM,5:00 PM,nihalimuseum@gmail.com,+91-2382-244842,"College Road, Latur, Maharashtra, 413512",18.3980945,76.5700604
Jawahar Kala Kendra Museum,JLN Marg,Jaipur,Rajasthan,302004,10:30 AM,6:30 PM,jkkmuseum@gmail.com,+91-141-2709857,"JLN Marg, Jaipur, Rajasthan, 302004",26.8851312,75.8127125
Zoological Survey of India Museum,New Alipore,Kolkata,West Bengal,700053,10:00 AM,5:00 PM,zsimuseum.kol@gmail.com,+91-33-24008595,"New Alipore, Kolkata, West Bengal, 700053",22.5090392,88.33294269999999
Banasthali Museum,Banasthali Vidyapith,Tonk,Rajasthan,304022,9:00 AM,5:00 PM,banasthalimuseum@gmail.com,+91-1438-228521,"Banasthali Vidyapith, Tonk, Rajasthan, 304022",26.4423612,75.8766333
Dzukou Valley Museum,Viswema Village,Kohima,Nagaland,797002,10:00 AM,4:00 PM,dzukoumuseum@gmail.com,+91-370-2243124,"Viswema Village, Kohima, Nagaland, 797002",25.561454,94.14497879999999
Auroville City Exhibition,Visitors Centre,Auroville,Tamil Nadu,605101,9:00 AM,5:30 PM,aurovilleexhibition@gmail.com,+91-413-2622704,"Visitors Centre, Auroville, Tamil Nadu, 605101",12.0039593,79.8007812
Kanoria Centre for Arts Museum,University Road,Ahmedabad,Gujarat,380009,11:00 AM,7:00 PM,kanoriamuseum@gmail.com,+91-79-26751542,"University Road, Ahmedabad, Gujarat, 380009",23.032836,72.5493529
Dirang Ethnographic Museum,West Kameng,Dirang,Arunachal Pradesh,790101,9:30 AM,4:00 PM,dirangmuseum@gmail.com,+91-3782-252756,"West Kameng, Dirang, Arunachal Pradesh, 790101",27.3584422,92.240888
Puthur Zoological Museum,Puthur,Thrissur,Kerala,680014,9:00 AM,5:00 PM,puthurmuseum@gmail.com,+91-487-2365421,"Puthur, Thrissur, Kerala, 680014",10.4850537,76.2797715
Indira Gandhi Manav Sangrahalaya,Khandwa Road,Indore,Madhya Pradesh,452017,10:00 AM,6:00 PM,igms.indore@gmail.com,+91-731-2492323,"Khandwa Road, Indore, Madhya Pradesh, 452017",22.6541695,75.885684
Coral Museum Rameswaram,Sea Shell Museum,Rameswaram,Tamil Nadu,623526,9:00 AM,8:00 PM,coralmuseum@gmail.com,+91-4573-221228,"Sea Shell Museum, Rameswaram, Tamil Nadu, 623526",9.289747499999999,79.315469
Tawang War Memorial Museum,Tawang,Tawang,Arunachal Pradesh,790104,9:00 AM,5:00 PM,tawangmemorial@gmail.com,+91-3792-222111,"Tawang, Tawang, Arunachal Pradesh, 790104",27.6077271,91.851343
Koraput District Museum,AT Road,Koraput,Odisha,764020,10:00 AM,5:00 PM,koraputmuseum@gmail.com,+91-6852-251776,"AT Road, Koraput, Odisha, 764020",18.813487,82.71233269999999
Simhastha Museum,Trimbakeshwar Road,Nashik,Maharashtra,422002,9:00 AM,5:30 PM,simhasthamuseum@gmail.com,+91-253-2594124,"Trimbakeshwar Road, Nashik, Maharashtra, 422002",19.9462433,73.5999358
Sivagiri Museum,Sivagiri Mutt,Varkala,Kerala,695141,9:30 AM,5:00 PM,sivagirimuseum@gmail.com,+91-470-2602115,"Sivagiri Mutt, Varkala, Kerala, 695141",8.7388792,76.7324107
National Centre for Arts Museum,Palace Road,Bangalore,Karnataka,560052,10:00 AM,6:00 PM,ncamuseum@gmail.com,+91-80-22261816,"Palace Road, Bangalore, Karnataka, 560052",12.9847384,77.5881217
Archaeological Museum Chanderi,Chanderi Fort,Chanderi,Madhya Pradesh,473446,9:00 AM,5:00 PM,chanderimuseum@asi.gov.in,+91-7547-252526,"Chanderi Fort, Chanderi, Madhya Pradesh, 473446",24.7128343,78.1364889
Regional Museum of Natural History,Mysore Zoo,Mysore,Karnataka,570010,10:00 AM,5:30 PM,rmnh.mysore@gmail.com,+91-821-2452199,"Mysore Zoo, Mysore, Karnataka, 570010",12.3024092,76.6638194
Champaran Museum,Gandhi Maidan,Motihari,Bihar,845401,10:00 AM,5:00 PM,champaranmuseum@gmail.com,+91-6252-232366,"Gandhi Maidan, Motihari, Bihar, 845401",26.6282857,84.9004307
Kunhimangalam Folklore Museum,Payyannur,Kannur,Kerala,670307,10:00 AM,6:00 PM,kunhimangalammuseum@gmail.com,+91-497-2872845,"Payyannur, Kannur, Kerala, 670307",12.0972416,75.1933906
DRDO Missile Museum,Kanchanbagh,Hyderabad,Telangana,500058,10:00 AM,5:00 PM,missilemuseum@drdo.gov.in,+91-40-24583724,"Kanchanbagh, Hyderabad, Telangana, 500058",17.3325109,78.5098457
Regional Science Centre Bhopal,Shyamla Hills,Bhopal,Madhya Pradesh,462013,10:30 AM,6:30 PM,rscbhopal@gmail.com,+91-755-2661503,"Shyamla Hills, Bhopal, Madhya Pradesh, 462013",23.2349128,77.3826845
Gomira Mask Museum,Dinajpur Road,Malda,West Bengal,732101,10:00 AM,6:00 PM,gomiramuseum@gmail.com,+91-3512-266784,"Dinajpur Road, Malda, West Bengal, 732101",25.0108408,88.14109669999999
Himalayan Archaeological Museum,Kasar Devi,Almora,Uttarakhand,263601,10:00 AM,5:00 PM,himalayanarchaeology@gmail.com,+91-5962-233971,"Kasar Devi, Almora, Uttarakhand, 263601",29.6417963,79.6617814
Vikas Bharti Bishunpur Museum,Bishunpur,Gumla,Jharkhand,835331,9:00 AM,5:00 PM,vikasbhartimuseum@gmail.com,+91-6524-259032,"Bishunpur, Gumla, Jharkhand, 835331",23.1954754,84.2041637
Natural History Museum Thiruvananthapuram,Museum Road,Thiruvananthapuram,Kerala,695033,10:00 AM,5:00 PM,naturalmuseumtvm@gmail.com,+91-471-2315277,"Museum Road, Thiruvananthapuram, Kerala, 695033",8.511529399999999,76.9326167
Wooden Doll Museum,Government Emporium,Kondapalli,Andhra Pradesh,521228,10:00 AM,6:00 PM,kondapallidolls@gmail.com,+91-866-2577456,"Government Emporium, Kondapalli, Andhra Pradesh, 521228",16.6209149,80.5413043
Tripura State Museum,MBB College Road,Agartala,Tripura,799001,10:00 AM,5:00 PM,tripurastatemuseum@gmail.com,+91-381-2325264,"MBB College Road, Agartala, Tripura, 799001",23.8288606,91.291573
Science Park Museum,Sambalpur University,Sambalpur,Odisha,768019,10:00 AM,5:00 PM,scienceparksambalpur@gmail.com,+91-663-2430157,"Sambalpur University, Sambalpur, Odisha, 768019",21.4813003,83.8835362
Architectural Heritage Museum,Amber Palace,Jaipur,Rajasthan,302028,9:00 AM,4:30 PM,amberheritage@gmail.com,+91-141-2530293,"Amber Palace, Jaipur, Rajasthan, 302028",26.9854865,75.8513454
Dr. M.S. Randhawa Art Gallery,Punjab Agricultural University,Ludhiana,Punjab,141004,10:00 AM,5:00 PM,randhawagallery@gmail.com,+91-161-2401960,"Punjab Agricultural University, Ludhiana, Punjab, 141004",30.9020153,75.8082773
Shilpgram Museum,West Zone Cultural Centre,Udaipur,Rajasthan,313001,10:30 AM,5:00 PM,shilpgrammuseum@gmail.com,+91-294-2715005,"West Zone Cultural Centre, Udaipur, Rajasthan, 313001",24.5798917,73.6822506
Sasivekalu Ganesha Museum,Hemakuta Hill,Hampi,Karnataka,583239,10:00 AM,6:00 PM,hampiganesha@gmail.com,+91-8394-241207,"Hemakuta Hill, Hampi, Karnataka, 583239",15.3325382,76.4595622
Bundelkhand Historical Museum,Jhansi Fort,Jhansi,Uttar Pradesh,284003,9:00 AM,5:00 PM,bundelkhandmuseum@gmail.com,+91-510-2440053,"Jhansi Fort, Jhansi, Uttar Pradesh, 284003",25.457517,78.5765778
Museum of Sacred Art,Vrindavan Chandrodaya Mandir,Mathura,Uttar Pradesh,281121,10:00 AM,7:00 PM,mosaindia@gmail.com,+91-565-2442778,"Vrindavan Chandrodaya Mandir, Mathura, Uttar Pradesh, 281121",27.5718095,77.6435161
Arunachal Pradesh State Museum,Jawaharlal Nehru Museum,Itanagar,Arunachal Pradesh,791111,9:00 AM,4:30 PM,apstatemuseum@gmail.com,+91-360-2212561,"Jawaharlal Nehru Museum, Itanagar, Arunachal Pradesh, 791111",27.1020143,93.6250063
Folklore Museum of Sikkim,MG Marg,Gangtok,Sikkim,737101,9:30 AM,4:30 PM,sikkimfolkloremuseum@gmail.com,+91-3592-201684,"MG Marg, Gangtok, Sikkim, 737101",27.3253821,88.61189
Jadughar Ethnographic Museum,Tamulpur,Baksa,Assam,781367,10:00 AM,5:00 PM,jadugharmuseum@gmail.com,+91-3624-295176,"Tamulpur, Baksa, Assam, 781367",26.623456,91.54023269999999
Tombs of Mandokhel Museum,Yusmarg Road,Charar-e-Sharief,Jammu & Kashmir,191112,9:00 AM,5:00 PM,mandokhelmuseum@gmail.com,+91-1933-264324,"Yusmarg Road, Charar-e-Sharief, Jammu & Kashmir, 191112",33.8114384,74.6926348
R.C. Boral Film Archive Museum,EM Bypass,Kolkata,West Bengal,700107,11:00 AM,6:00 PM,rcboralarchive@gmail.com,+91-33-23443617,"EM Bypass, Kolkata, West Bengal, 700107",22.5085661,88.4014902
Science Exploration Hall,Sector 29,Gandhinagar,Gujarat,382030,9:30 AM,6:30 PM,explorationhall@gmail.com,+91-79-23254108,"Sector 29, Gandhinagar, Gujarat, 382030",23.2443207,72.663899
Dakshinayan Velankanni Museum,Church Road,Velankanni,Tamil Nadu,611111,8:00 AM,8:00 PM,dakshinayanmuseum@gmail.com,+91-4365-263423,"Church Road, Velankanni, Tamil Nadu, 611111",10.6807207,79.8503384
Oil Museum of Digboi,IOCL Township,Digboi,Assam,786171,9:00 AM,5:00 PM,oilmuseumdigboi@gmail.com,+91-374-2800518,"IOCL Township, Digboi, Assam, 786171",27.3904373,95.6241696
Contemporary Art Museum,Mill Land,Ahmedabad,Gujarat,380015,11:00 AM,7:00 PM,contemporaryartmuseum@gmail.com,+91-79-26924111,"Mill Land, Ahmedabad, Gujarat, 380015",23.024349,72.5301521
Salt Museum,Kharaghoda,Surendranagar,Gujarat,382760,10:00 AM,5:00 PM,saltmuseum@gmail.com,+91-2757-284310,"Kharaghoda, Surendranagar, Gujarat, 382760",23.1865691,71.7288834
Forest Research Institute Museum,Forest Research Institute,Dehradun,Uttarakhand,248006,9:30 AM,5:00 PM,frimuseum@gmail.com,+91-135-2224390,"Forest Research Institute, Dehradun, Uttarakhand, 248006",30.3437685,77.9995589
Traditional Knowledge Digital Library Museum,CSIR Road,New Delhi,Delhi,110012,10:00 AM,5:30 PM,tkdlmuseum@gmail.com,+91-11-47673217,"CSIR Road, New Delhi, Delhi, 110012",28.5517202,77.2750344
Zoological Museum,Zoological Survey of India,Chennai,Tamil Nadu,600028,10:00 AM,5:00 PM,zoologicalmuseum.chen@gmail.com,+91-44-24642875,"Zoological Survey of India, Chennai, Tamil Nadu, 600028",13.0246574,80.2741525
Nagpur Central Museum,Civil Lines,Nagpur,Maharashtra,440001,10:30 AM,6:00 PM,nagpurcentralmuseum@gmail.com,+91-712-2561727,"Civil Lines, Nagpur, Maharashtra, 440001",21.152752,79.074743
Imphal War Cemetery Museum,Dewlahland,Imphal,Manipur,795001,9:00 AM,4:30 PM,imphalwarmuseum@gmail.com,+91-385-2451081,"Dewlahland, Imphal, Manipur, 795001",24.8235264,93.9425787
Lakhota Archaeological Museum,Lakhota Lake,Jamnagar,Gujarat,361001,9:00 AM,6:00 PM,lakhotamuseum@gmail.com,+91-288-2550278,"Lakhota Lake, Jamnagar, Gujarat, 361001",22.4656105,70.0644561
Uttaranchal Sanskrit Academy Museum,Hardwar Road,Dehradun,Uttarakhand,248001,10:00 AM,5:00 PM,sanskritacademy@gmail.com,+91-135-2719226,"Hardwar Road, Dehradun, Uttarakhand, 248001",30.2872645,78.0647605
Bidri Craft Museum,Bidar Fort,Bidar,Karnataka,585401,10:00 AM,5:30 PM,bidricraft@gmail.com,+91-8482-227042,"Bidar Fort, Bidar, Karnataka, 585401",17.9210724,77.53113350000001
Tribal Research Institute Museum,Laitumkhrah,Shillong,Meghalaya,793003,10:00 AM,4:30 PM,trimuseum.shillong@gmail.com,+91-364-2224175,"Laitumkhrah, Shillong, Meghalaya, 793003",25.5706702,91.89771309999999
Senapati District Museum,Senapati,Senapati,Manipur,795106,10:00 AM,4:00 PM,senapatimuseum@gmail.com,+91-3871-222560,"Senapati, Senapati, Manipur, 795106",25.2739969,94.0256627
CMFRI Marine Biodiversity Museum,Andavar Nagar,Mandapam Camp,Tamil Nadu,623520,9:30 AM,5:00 PM,cmfrimuseum@gmail.com,+91-4573-241443,"Andavar Nagar, Mandapam Camp, Tamil Nadu, 623520",9.279734399999999,79.13871329999999
Siddharth Art Gallery,Baber Mahal Revisited,Kathmandu,Nepal,44600,11:00 AM,6:00 PM,siddharthartgallery@gmail.com,+977-1-4218048,"Baber Mahal Revisited, Kathmandu, Nepal, 44600",27.6945866,85.32253329999999
National Museum of Jaipur,Albert Hall,Jaipur,Rajasthan,302004,9:00 AM,5:30 PM,nationalmuseumjaipur@gmail.com,+91-141-2570099,"Albert Hall, Jaipur, Rajasthan, 302004",26.9082063,75.8156819
Krishi Vigyan Kendra Museum,Babesa,Thimphu,Bhutan,11001,9:00 AM,5:00 PM,kvkmuseum@gmail.com,+975-2-322936,"Babesa, Thimphu, Bhutan, 11001",27.4349991,89.6526983
Port of Kolkata Maritime Museum,15 Strand Road,Kolkata,West Bengal,700001,10:00 AM,5:30 PM,kolkataportmuseum@gmail.com,+91-33-22432439,"15 Strand Road, Kolkata, West Bengal, 700001",22.5728539,88.3462165
Velu Nachiyar Memorial Museum,Sivaganga Fort,Sivaganga,Tamil Nadu,630561,9:30 AM,5:00 PM,velunachiyarmuseum@gmail.com,+91-4575-241590,"Sivaganga Fort, Sivaganga, Tamil Nadu, 630561",9.8479616,78.4832344
Kunbi Textile Museum,Ponda,North Goa,Goa,403401,10:00 AM,5:00 PM,kunbitextilemuseum@gmail.com,+91-832-2313593,"Ponda, North Goa, Goa, 403401",15.3921558,73.99475629999999
Dongria Kondh Museum,Bissam Cuttack,Rayagada,Odisha,765019,10:00 AM,5:00 PM,dongriakondh@gmail.com,+91-6856-223314,"Bissam Cuttack, Rayagada, Odisha, 765019",19.5088016,83.50435449999999
Archaeological Museum Vijayawada,Mogalrajapuram,Vijayawada,Andhra Pradesh,520010,10:00 AM,5:00 PM,archaeomuseum.vijayawada@gmail.com,+91-866-2430380,"Mogalrajapuram, Vijayawada, Andhra Pradesh, 520010",16.5059513,80.6451779
Buddhist Museum Sarnath,Sarnath,Varanasi,Uttar Pradesh,221007,10:00 AM,5:00 PM,buddhistmuseum@gmail.com,+91-542-2595095,"Sarnath, Varanasi, Uttar Pradesh, 221007",25.3715564,83.0252136
Folklore Research Centre Museum,Palayamkottai,Tirunelveli,Tamil Nadu,627002,10:00 AM,5:30 PM,folkmuseum.tnvl@gmail.com,+91-462-2338701,"Palayamkottai, Tirunelveli, Tamil Nadu, 627002",8.7198949,77.7344288
Pragati Maidan Exhibition Centre Museum,Mathura Road,New Delhi,Delhi,110002,10:00 AM,6:00 PM,pragatimaidan.museum@itpo.gov.in,+91-11-23371540,"Mathura Road, New Delhi, Delhi, 110002",28.617661,77.240494
Air Force Heritage Centre,Chandigarh,Chandigarh,Chandigarh,160017,10:00 AM,6:00 PM,airforceheritage@gmail.com,+91-172-5086245,"Chandigarh, Chandigarh, Chandigarh, 160017",30.7398339,76.782702
Ishanya Culture Centre Museum,Airport Road,Pune,Maharashtra,411006,11:00 AM,8:00 PM,ishanyamuseum@gmail.com,+91-20-26952617,"Airport Road, Pune, Maharashtra, 411006",18.5603188,73.891799
Rajbadi Archaeological Museum,Rajbadi Road,Lamphelpat,Manipur,795004,10:00 AM,4:00 PM,rajbadimuseum@gmail.com,+91-385-2414670,"Rajbadi Road, Lamphelpat, Manipur, 795004",24.8236023,93.9113634
Sohra Museum,Sohra Market,Cherrapunjee,Meghalaya,793108,9:30 AM,4:30 PM,sohramuseum@gmail.com,+91-3637-270248,"Sohra Market, Cherrapunjee, Meghalaya, 793108",25.2890247,91.7075187
Bhutia Tribal Museum,Pelling,West Sikkim,Sikkim,737113,9:00 AM,4:00 PM,bhutiamuspelling@gmail.com,+91-3595-258536,"Pelling, West Sikkim, Sikkim, 737113",27.3197716,88.2400333
Panaji State Archaeological Museum,Old GMC Complex,Panaji,Goa,403001,9:30 AM,5:30 PM,panajiarchaeology@gmail.com,+91-832-2226573,"Old GMC Complex, Panaji, Goa, 403001",15.4991031,73.82068579999999
Ethnographic Museum of Tribal Arts,Araku Valley,Visakhapatnam,Andhra Pradesh,531149,10:00 AM,5:00 PM,arakutribalmuseum@gmail.com,+91-8936-249245,"Araku Valley, Visakhapatnam, Andhra Pradesh, 531149",18.3222221,82.88017649999999
Radhanagar Archaeological Museum,Radhanagar,South Tripura,Tripura,799102,10:00 AM,5:00 PM,radhanagar@gmail.com,+91-381-2325264,"Radhanagar, South Tripura, Tripura, 799102",23.6391002,91.26984750000001
Aadi Chitra Museum,Industrial Area,Solan,Himachal Pradesh,173212,10:00 AM,6:00 PM,aadichitramuseum@gmail.com,+91-1792-223052,"Industrial Area, Solan, Himachal Pradesh, 173212",30.9084245,77.09990309999999
Museum of Goan Christian Art,Christian Art Centre,Velha Goa,Goa,403402,9:00 AM,5:00 PM,christianartmuseum@gmail.com,+91-832-2285936,"Christian Art Centre, Velha Goa, Goa, 403402",15.5019663,73.90999049999999
Archaeological Museum Sirpur,Sirpur,Mahasamund,Chhattisgarh,493445,10:00 AM,5:00 PM,sirpurmuseum@gmail.com,+91-7724-244245,"Sirpur, Mahasamund, Chhattisgarh, 493445",21.3443489,82.1903963
Khajuraho Archaeological Museum,Western Group of Temples,Khajuraho,Madhya Pradesh,471606,10:00 AM,5:00 PM,khajurahomuseum@gmail.com,+91-7686-274051,"Western Group of Temples, Khajuraho, Madhya Pradesh, 471606",24.8530929,79.92157069999999
Barasat District Museum,Station Road,Barasat,West Bengal,700124,10:30 AM,5:00 PM,barasatmuseum@gmail.com,+91-33-25523760,"Station Road, Barasat, West Bengal, 700124",22.7227003,88.4840307
Tadoba Tiger Interpretation Centre Museum,Moharli Gate,Chandrapur,Maharashtra,442401,8:00 AM,6:00 PM,tadobamuseum@gmail.com,+91-7172-251414,"Moharli Gate, Chandrapur, Maharashtra, 442401",19.972305,79.2991017
Regional Science Centre & Planetarium,Calicut University P.O.,Kozhikode,Kerala,673635,10:00 AM,5:30 PM,rsckozhikode@gmail.com,+91-495-2806085,"Calicut University P.O., Kozhikode, Kerala, 673635",11.1340267,75.89523539999999
Tharu Tribal Museum,Dudhwa National Park,Lakhimpur Kheri,Uttar Pradesh,262701,9:00 AM,5:00 PM,tharumuseum@gmail.com,+91-5872-252106,"Dudhwa National Park, Lakhimpur Kheri, Uttar Pradesh, 262701",28.0073044,80.6992633
Stone Sculpture Museum,Ellora Caves,Aurangabad,Maharashtra,431102,9:00 AM,5:30 PM,elloramuseum@asi.gov.in,+91-240-2400620,"Ellora Caves, Aurangabad, Maharashtra, 431102",20.0267844,75.17708689999999
Bell Metal Craft Museum,Kondagaon,Kondagaon,Chhattisgarh,494226,10:00 AM,5:00 PM,bellmetalmuseum@gmail.com,+91-7786-242240,"Kondagaon, Kondagaon, Chhattisgarh, 494226",19.595393,81.664585
Archaeological Museum Bodhgaya,Mahabodhi Temple Complex,Gaya,Bihar,824231,10:00 AM,5:00 PM,bodhgayamuseum@asi.gov.in,+91-631-2200445,"Mahabodhi Temple Complex, Gaya, Bihar, 824231",24.6959222,84.99141929999999
Bhondla Folklore Museum,Nanded Road,Parbhani,Maharashtra,431401,10:00 AM,6:00 PM,bhondlamuseum@gmail.com,+91-2452-220462,"Nanded Road, Parbhani, Maharashtra, 431401",19.2531949,76.7939372
Kodaikanal Solar Physics Observatory Museum,Observatory Road,Kodaikanal,Tamil Nadu,624103,9:00 AM,5:00 PM,kodaikanalsolar@gmail.com,+91-4542-240218,"Observatory Road, Kodaikanal, Tamil Nadu, 624103",10.234255,77.4772811
Nubra Valley Heritage Museum,Diskit,Nubra Valley,Ladakh,194401,9:00 AM,5:00 PM,nubramuseum@gmail.com,+91-1980-221010,"Diskit, Nubra Valley, Ladakh, 194401",34.5507427,77.54623529999999
Janapada Sampada Folk Art Museum,Bhimtal Road,Nainital,Uttarakhand,263002,10:00 AM,6:00 PM,janapada.nainital@gmail.com,+91-5942-236219,"Bhimtal Road, Nainital, Uttarakhand, 263002",29.3631542,79.5470417
Mundari Cultural Museum,Khunti,Khunti,Jharkhand,835210,10:00 AM,5:00 PM,mundarimuseum@gmail.com,+91-6528-220124,"Khunti, Khunti, Jharkhand, 835210",23.0797595,85.2774207
Saraswathi Mahal Library Museum,Thanjavur Palace,Thanjavur,Tamil Nadu,613009,10:00 AM,5:00 PM,saraswathimahallibrary@gmail.com,+91-4362-234179,"Thanjavur Palace, Thanjavur, Tamil Nadu, 613009",10.7851475,79.1181599
Neora Valley Interpretation Centre,Kalimpong,Darjeeling,West# filepath: /Users/anujrishutiwari/Developer/github/python/anuj.csv,,,,,,"Kalimpong, Darjeeling, West# filepath: /Users/anujrishutiwari/Developer/github/python/anuj.csv, nan",27.0593562,88.46945350000001
Neora Valley Interpretation Centre,Kalimpong Road,Darjeeling,West Bengal,734101,9:30 AM,4:30 PM,neoravalley@gmail.com,+91-354-2254186,"Kalimpong Road, Darjeeling, West Bengal, 734101",27.0206842,88.30594119999999
Himalayan Mountaineering Museum,HMI Complex,Darjeeling,West Bengal,734101,8:00 AM,5:30 PM,himamuseum@gmail.com,+91-354-2254087,"HMI Complex, Darjeeling, West Bengal, 734101",27.0080164,88.2470326
Mizo Cultural Heritage Museum,Tanhril,Aizawl,Mizoram,796009,10:00 AM,5:00 PM,mizoheritage@gmail.com,+91-389-2331610,"Tanhril, Aizawl, Mizoram, 796009",23.7406865,92.6769846
Phek District Museum,Pfutsero Road,Phek,Nagaland,797107,10:00 AM,4:00 PM,phekmuseum@gmail.com,+91-3865-223046,"Pfutsero Road, Phek, Nagaland, 797107",25.570074,94.2989331
Wangala Festival Museum,Tura Main Market,Tura,Meghalaya,794001,9:30 AM,4:30 PM,wangalamuseum@gmail.com,+91-3651-232410,"Tura Main Market, Tura, Meghalaya, 794001",25.5142986,90.20414199999999
Reiek Heritage Village Museum,Reiek Mountain,Mamit,Mizoram,796431,9:00 AM,4:00 PM,reiekmuseum@gmail.com,+91-389-2342165,"Reiek Mountain, Mamit, Mizoram, 796431",23.6016893,92.4208713
Toto Cultural Museum,Totopara,Alipurduar,West Bengal,735217,10:00 AM,4:30 PM,totoculture@gmail.com,+91-3564-255173,"Totopara, Alipurduar, West Bengal, 735217",26.8363886,89.317951
Science Centre & Digital Planetarium,Sukreswar Hill,Guwahati,Assam,781003,10:00 AM,5:00 PM,sciencecentreguwahati@gmail.com,+91-361-2545779,"Sukreswar Hill, Guwahati, Assam, 781003",26.1877755,91.7411565
Dima Hasao District Museum,Haflong Town,Haflong,Assam,788819,10:00 AM,4:30 PM,dimahsaomuseum@gmail.com,+91-3673-236241,"Haflong Town, Haflong, Assam, 788819",25.1709445,93.01608069999999
Kohima World War II Museum,Kisama Heritage Village,Kohima,Nagaland,797001,9:00 AM,5:00 PM,ww2museumkohima@gmail.com,+91-370-2243124,"Kisama Heritage Village, Kohima, Nagaland, 797001",25.616329,94.11440340000001
Tamenglong District Museum,District Headquarters,Tamenglong,Manipur,795141,9:30 AM,4:00 PM,tamenglongmuseum@gmail.com,+91-3876-262414,"District Headquarters, Tamenglong, Manipur, 795141",24.9897661,93.5011835
Longding Heritage Centre,Main Market,Longding,Arunachal Pradesh,786892,10:00 AM,4:00 PM,longdingheritage@gmail.com,+91-3788-257034,"Main Market, Longding, Arunachal Pradesh, 786892",26.837169,95.35208759999999
Jainti Forest Museum,Buxa Tiger Reserve,Alipurduar,West Bengal,735227,8:00 AM,4:00 PM,jaintimuseum@gmail.com,+91-3564-277139,"Buxa Tiger Reserve, Alipurduar, West Bengal, 735227",26.6170366,89.52826069999999
Mokokchung District Museum,Town Hall Road,Mokokchung,Nagaland,798601,10:00 AM,4:00 PM,mokokchungmuseum@gmail.com,+91-369-2226322,"Town Hall Road, Mokokchung, Nagaland, 798601",26.3210313,94.5147156
Churachandpur Tribal Museum,Tuibong,Churachandpur,Manipur,795128,9:30 AM,4:00 PM,ccpurmuseum@gmail.com,+91-3874-235712,"Tuibong, Churachandpur, Manipur, 795128",24.3612139,93.70099739999999
Chang Lo Tribal Museum,Tuensang Town,Tuensang,Nagaland,798612,10:00 AM,4:00 PM,changlomuseum@gmail.com,+91-3861-220384,"Tuensang Town, Tuensang, Nagaland, 798612",26.234793,94.811956
Lower Subansiri Museum,Hapoli Road,Ziro,Arunachal Pradesh,791120,10:00 AM,4:30 PM,lsmuseum@gmail.com,+91-3788-224213,"Hapoli Road, Ziro, Arunachal Pradesh, 791120",27.544912,93.8196686
Khowai District Museum,College Road,Khowai,Tripura,799201,10:00 AM,5:00 PM,khowaimuseum@gmail.com,+91-3825-222147,"College Road, Khowai, Tripura, 799201",24.3806692,92.1754582
Upper Siang Cultural Centre,Township Area,Yingkiong,Arunachal Pradesh,791001,9:30 AM,4:00 PM,usccyingkiong@gmail.com,+91-3777-222075,"Township Area, Yingkiong, Arunachal Pradesh, 791001",28.6235847,95.0364522
Papum Pare Heritage Museum,Yupia,Itanagar,Arunachal Pradesh,791110,10:00 AM,4:30 PM,papummuseum@gmail.com,+91-360-2284686,"Yupia, Itanagar, Arunachal Pradesh, 791110",27.1465064,93.71939359999999
Sepahijala Wildlife Museum,Sepahijala Wildlife Sanctuary,Bishramganj,Tripura,799102,9:00 AM,5:00 PM,sepahijalamuseum@gmail.com,+91-381-2867896,"Sepahijala Wildlife Sanctuary, Bishramganj, Tripura, 799102",23.6684101,91.32282289999999
Namsai Buddhist Museum,Golden Pagoda Complex,Namsai,Arunachal Pradesh,792103,9:00 AM,5:00 PM,namsaibuddhistmuseum@gmail.com,+91-3806-262414,"Golden Pagoda Complex, Namsai, Arunachal Pradesh, 792103",27.6684661,95.8642504
Ukhrul District Heritage Museum,Wino Bazaar,Ukhrul,Manipur,795142,9:30 AM,4:30 PM,ukhrulmuseum@gmail.com,+91-3870-222546,"Wino Bazaar, Ukhrul, Manipur, 795142",25.1058325,94.3617319
Dimasa Cultural Museum,Haflong Lake,Haflong,Assam,788819,9:00 AM,4:30 PM,dimasaheritage@gmail.com,+91-3673-236547,"Haflong Lake, Haflong, Assam, 788819",25.1655592,93.0161638
